movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho,duracion_horas,exceso_velocidad_real,exceso_velocidad
MOV-00837,B-033,MSCGENOVA,R-04,MUELLED,CONTENEDORES,BUENOS AIRES,1900-01-01,20:38,2023-02-04,10:26,6061.36,11.8,10,RECHAZADO,,1.8000000000000007,1.3000000000000007
MOV-00847,B-030,EVERGLORY,R-07,MUELLEB,MINERALES,MONTEVIDEO,2021-05-27,12:06,2021-05-28,07:35,4308.5,13.0,12,DESPACHADO,19.483333333333334,1.0,0.3999999999999986
MOV-00848,B-011,MSCGENOVA,R-01,MUELLED,TRIGO,BUENOS AIRES,2023-06-20,19:21,2023-06-21,19:33,5126.51,17.3,10,RECHAZADO,24.2,7.300000000000001,6.800000000000001
MOV-00851,B-029,ONEPARANA,R-03,MUELLEE,SOJA,ROTTERDAM,2024-02-06,16:31,2024-02-08,10:35,4802.02,10.9,10,PENDIENTE,42.06666666666667,0.9000000000000004,0.40000000000000036
MOV-00856,B-027,YANGESTE,R-08,MUELLEB,CONTENEDORES,SHANGHAI,2022-07-17,13:31,2022-07-18,21:33,4544.43,12.9,10,EN_REVISION,32.03333333333333,2.9000000000000004,2.4000000000000004
MOV-00857,B-002,EVERGREEN02,R-06,MUELLED,TRIGO,HAMBURG,2022-09-05,23:18,2022-09-06,16:58,5778.16,17.5,15,DESPACHADO,17.666666666666668,2.5,1.75
MOV-00858,B-030,MAERSKPAMPAS,R-02,MUELLEF,HARINA,MONTEVIDEO,2020-08-18,00:00,2020-08-21,00:00,4291.59,13.8,10,,72.0,3.8000000000000007,3.3000000000000007
MOV-00861,B-032,MAERSKLIMA,R-02,MUELLEC,CONTENEDORES,SHANGHAI,2023-06-23,17:42,1900-01-01,23:46,3787.41,15.9,15,RECHAZADO,,0.9000000000000004,0.15000000000000036
MOV-00865,B-013,COSCOTIGRE,R-01,MUELLEA,CONTENEDORES,SAO PAULO,2024-01-21,17:16,2024-01-23,15:44,4658.49,13.1,10,EN_REVISION,46.46666666666667,3.0999999999999996,2.5999999999999996
MOV-00870,B-035,ONEPARANA,R-01,MUELLEE,TRIGO,VALPARAISO,2021-08-25,00:24,2021-08-27,23:28,4677.89,16.2,10,PENDIENTE,71.06666666666666,6.199999999999999,5.699999999999999
MOV-00872,B-001,ZIMDELTA,R-07,MUELLEE,CONTENEDORES,VALPARAISO,2022-04-09,10:02,1900-01-01,20:53,5409.17,15.9,12,EN_REVISION,,3.9000000000000004,3.299999999999999
MOV-00877,B-034,COSCOTIGRE,R-08,MUELLEA,TRIGO,ROTTERDAM,2024-03-10,13:13,2024-03-12,05:44,4663.82,12.5,10,EN_REVISION,40.516666666666666,2.5,2.0
MOV-00881,B-001,EVERGLORY,R-05,MUELLED,GRANOS,BUENOS AIRES,2023-04-12,21:23,2023-04-15,03:51,5837.64,12.8,12,DESPACHADO,54.46666666666667,0.8000000000000007,0.1999999999999993
MOV-00885,B-024,COSCOSTAR,R-04,MUELLEA,MAIZ,SHANGHAI,2024-04-30,10:34,2024-05-01,20:14,5864.55,18.1,12,EN_REVISION,33.666666666666664,6.100000000000001,5.5
MOV-00886,B-011,ZIMNORTE,R-07,MUELLEC,ACEITE,BUENOS AIRES,2021-03-16,17:13,2021-03-17,00:38,3040.12,13.2,10,RECHAZADO,7.416666666666667,3.1999999999999993,2.6999999999999993
MOV-00892,B-012,PILSANTA,R-01,MUELLED,ACEITE,VALPARAISO,1900-01-01,19:21,2023-11-20,19:54,4747.34,19.4,12,RECHAZADO,,7.399999999999999,6.799999999999997
MOV-00894,B-029,COSCOSTAR,R-01,MUELLEB,GRANOS,SAO PAULO,2024-10-20,16:37,2024-10-22,02:17,6387.41,15.3,12,EN_REVISION,33.666666666666664,3.3000000000000007,2.6999999999999993
MOV-00895,B-027,HAPAGSUR,R-04,MUELLEF,GRANOS,SHANGHAI,2020-01-17,17:16,2020-01-20,00:00,6363.93,15.5,12,PENDIENTE,54.733333333333334,3.5,2.8999999999999986
MOV-00898,B-008,YANGESTE,R-08,MUELLED,HARINA,SHANGHAI,2020-05-27,11:49,2020-05-29,10:41,4860.03,15.0,12,PENDIENTE,46.86666666666667,3.0,2.3999999999999986
MOV-00912,B-024,ONEPARANA,R-03,MUELLEC,ACEITE,VALPARAISO,2024-06-20,00:00,2024-06-22,13:38,5513.86,11.3,10,EN_REVISION,61.63333333333333,1.3000000000000007,0.8000000000000007
MOV-00914,B-031,MAERSKPAMPAS,R-02,MUELLEE,TRIGO,HAMBURG,2022-09-16,13:41,2022-09-19,15:42,6005.7,15.2,10,RECHAZADO,74.01666666666667,5.199999999999999,4.699999999999999
MOV-00915,B-020,MSCALPHA,R-07,MUELLEC,CONTENEDORES,HAMBURG,1900-01-01,10:45,2020-03-17,05:08,6279.19,14.6,12,EN_REVISION,,2.5999999999999996,1.9999999999999982
MOV-00920,B-015,COSCOSTAR,R-08,MUELLEB,GRANOS,SAO PAULO,2024-03-12,23:46,2024-03-15,15:28,5699.56,15.5,12,PENDIENTE,63.7,3.5,2.8999999999999986
MOV-00925,B-009,YANGESTE,R-05,MUELLEA,MAIZ,SHANGHAI,2024-05-27,12:55,2024-05-29,04:14,2737.29,12.6,10,PENDIENTE,39.31666666666667,2.5999999999999996,2.0999999999999996
MOV-00926,B-001,MSCALPHA,R-04,MUELLED,CONTENEDORES,VALPARAISO,2023-02-15,13:35,2023-02-18,03:09,3572.99,16.0,12,PENDIENTE,61.56666666666667,4.0,3.3999999999999986
MOV-00934,B-004,MSCGENOVA,R-01,MUELLEE,HARINA,SANTA FE,2022-09-05,13:08,2022-09-07,02:36,4019.96,13.4,10,DESPACHADO,37.46666666666667,3.4000000000000004,2.9000000000000004
MOV-00941,B-017,COSCOSTAR,R-08,MUELLEA,ACEITE,HAMBURG,2022-06-04,07:11,2022-06-07,20:13,3160.82,17.7,12,EN_REVISION,85.03333333333333,5.699999999999999,5.099999999999998
MOV-00943,B-004,ONEPARANA,R-03,MUELLED,SOJA,SAO PAULO,2023-09-06,03:24,2023-09-07,03:04,,19.9,12,DESPACHADO,23.666666666666668,7.899999999999999,7.299999999999997
MOV-00949,B-025,CMAROSARIO,R-08,MUELLEF,TRIGO,SHANGHAI,2020-10-24,10:09,2020-10-26,00:00,2872.48,11.3,10,DESPACHADO,37.85,1.3000000000000007,0.8000000000000007
MOV-00950,B-003,PILSANTA,R-02,MUELLEE,MAIZ,SANTA FE,2023-12-24,17:51,2023-12-25,04:42,6103.83,13.3,10,EN_REVISION,10.85,3.3000000000000007,2.8000000000000007
MOV-00952,B-008,YANGESTE,R-04,MUELLEF,CONTENEDORES,SANTA FE,2024-11-23,16:36,2024-11-24,05:22,5807.37,13.2,10,RECHAZADO,12.766666666666667,3.1999999999999993,2.6999999999999993
MOV-00957,B-007,MSCGENOVA,R-01,MUELLED,MINERALES,SANTA FE,2023-09-01,15:20,2023-09-03,15:10,,14.5,10,DESPACHADO,47.833333333333336,4.5,4.0
MOV-00962,B-010,EVERGREEN02,R-06,MUELLEB,GRANOS,SHANGHAI,2020-01-15,01:42,2020-01-15,22:14,4463.38,10.7,10,DESPACHADO,20.533333333333335,0.6999999999999993,0.1999999999999993
MOV-00969,B-036,YANGMING,R-03,MUELLEB,TRIGO,SANTA FE,2020-03-06,23:32,2020-03-07,07:01,3904.63,11.2,10,DESPACHADO,7.483333333333333,1.1999999999999993,0.6999999999999993
MOV-00970,B-023,YANGMING,R-06,MUELLEB,MAIZ,SANTA FE,2024-09-26,00:35,2024-09-27,00:00,5291.34,12.8,12,,23.416666666666668,0.8000000000000007,0.1999999999999993
MOV-00973,B-022,ZIMNORTE,R-01,MUELLEA,ACEITE,BUENOS AIRES,1900-01-01,22:10,2024-08-30,17:01,4444.08,12.9,12,RECHAZADO,,0.9000000000000004,0.29999999999999893
MOV-00981,B-024,ONEPLATA,R-06,MUELLED,TRIGO,HAMBURG,2020-05-27,12:30,2020-05-30,09:53,1958.1,16.4,15,EN_REVISION,69.38333333333334,1.3999999999999986,0.6499999999999986
MOV-00983,B-022,MAERSKLIMA,R-05,MUELLEE,MINERALES,MONTEVIDEO,2020-09-19,07:17,2020-09-22,14:05,,11.4,10,EN_REVISION,78.8,1.4000000000000004,0.9000000000000004
MOV-00989,B-011,MAERSKPAMPAS,R-01,MUELLEC,HARINA,ROTTERDAM,1900-01-01,08:31,2024-02-27,10:35,3950.28,15.0,10,RECHAZADO,,5.0,4.5
MOV-00990,B-031,HAPAGSUR,R-05,MUELLEA,MINERALES,SANTA FE,2024-05-07,01:27,2024-05-07,00:00,3814.45,13.7,12,EN_REVISION,,1.6999999999999993,1.0999999999999979
MOV-00994,B-037,HAPAGSUR,R-03,MUELLEF,TRIGO,MONTEVIDEO,2023-06-23,15:23,2023-06-26,08:37,8161.82,16.5,10,DESPACHADO,65.23333333333333,6.5,6.0
MOV-00995,B-017,HAPAGRIO,R-01,MUELLEC,SOJA,ROTTERDAM,2022-06-21,09:02,2022-06-23,06:05,6580.17,15.4,10,EN_REVISION,45.05,5.4,4.9
MOV-00996,B-001,ONEPLATA,R-06,MUELLEC,MINERALES,BUENOS AIRES,2022-12-02,09:39,2022-12-04,18:08,4444.96,16.2,12,RECHAZADO,56.483333333333334,4.199999999999999,3.599999999999998
MOV-00997,B-012,PILSANTA,R-06,MUELLEB,ACEITE,MONTEVIDEO,2020-07-04,22:03,2020-07-07,07:09,4951.59,10.6,10,RECHAZADO,57.1,0.5999999999999996,0.09999999999999964
MOV-00998,B-030,ONEPARANA,R-05,MUELLEF,GRANOS,SANTA FE,2020-11-13,11:39,2020-11-16,02:00,6421.14,16.8,12,PENDIENTE,62.35,4.800000000000001,4.199999999999999
MOV-00999,B-017,YANGESTE,R-05,MUELLED,HARINA,ROTTERDAM,2020-07-31,15:46,2020-08-02,13:21,4559.67,15.8,12,DESPACHADO,45.583333333333336,3.8000000000000007,3.1999999999999993
MOV-01000,B-034,YANGESTE,R-08,MUELLEE,MINERALES,HAMBURG,2024-12-14,14:48,1900-01-01,18:04,,14.6,12,EN_REVISION,,2.5999999999999996,1.9999999999999982
MOV-01002,B-017,ONEPLATA,R-01,MUELLEC,TRIGO,BUENOS AIRES,2023-07-25,09:15,2023-07-26,00:49,6833.54,13.0,12,RECHAZADO,15.566666666666666,1.0,0.3999999999999986
MOV-01003,B-009,COSCOSTAR,R-04,MUELLEE,GRANOS,HAMBURG,2022-03-20,13:04,2022-03-22,00:00,3700.93,10.8,10,PENDIENTE,34.93333333333333,0.8000000000000007,0.3000000000000007
MOV-01004,B-034,ZIMNORTE,R-07,MUELLED,GRANOS,SHANGHAI,2022-12-13,09:11,2022-12-16,22:53,2908.46,16.3,15,EN_REVISION,85.7,1.3000000000000007,0.5500000000000007
MOV-01007,B-015,CMAROSARIO,R-03,MUELLEE,ACEITE,HAMBURG,2020-03-26,23:09,2020-03-28,05:48,4727.22,13.7,12,DESPACHADO,30.65,1.6999999999999993,1.0999999999999979
MOV-01010,B-015,ZIMDELTA,R-06,MUELLED,GRANOS,SHANGHAI,2022-01-19,06:13,2022-01-21,00:00,6744.39,13.1,10,DESPACHADO,41.78333333333333,3.0999999999999996,2.5999999999999996
MOV-01015,B-030,MAERSKPAMPAS,R-07,MUELLEA,MAIZ,HAMBURG,2020-11-04,00:49,2020-11-05,01:55,4842.18,13.5,10,PENDIENTE,25.1,3.5,3.0
MOV-01016,B-020,EVERGREEN02,R-03,MUELLEB,SOJA,BUENOS AIRES,2021-01-28,10:25,2021-01-29,01:51,4544.04,11.9,10,DESPACHADO,15.433333333333334,1.9000000000000004,1.4000000000000004
MOV-01017,B-040,MAERSKLIMA,R-08,MUELLEC,GRANOS,SHANGHAI,2020-02-16,07:17,2020-02-17,07:27,6464.22,15.1,10,DESPACHADO,24.166666666666668,5.1,4.6
MOV-01024,B-021,PILSANTA,R-06,MUELLEE,ACEITE,ROTTERDAM,2024-10-09,02:05,2024-10-11,00:00,5855.41,12.4,10,RECHAZADO,45.916666666666664,2.4000000000000004,1.9000000000000004
MOV-01025,B-015,ZIMNORTE,R-06,MUELLEF,GRANOS,SHANGHAI,2021-06-13,00:49,2021-06-13,07:51,7100.77,12.7,10,RECHAZADO,7.033333333333333,2.6999999999999993,2.1999999999999993
MOV-01030,B-032,PILOESTE,R-02,MUELLEA,CONTENEDORES,BUENOS AIRES,2022-02-20,22:41,2022-02-21,06:08,4619.32,14.9,12,DESPACHADO,7.45,2.9000000000000004,2.299999999999999
MOV-01032,B-035,MAERSKPAMPAS,R-06,MUELLEF,TRIGO,SAO PAULO,2024-04-01,00:00,1900-01-01,13:38,3807.48,12.8,12,EN_REVISION,,0.8000000000000007,0.1999999999999993
MOV-01037,B-004,MSCGENOVA,R-05,MUELLEB,TRIGO,VALPARAISO,2021-02-08,06:14,2021-02-09,04:33,5368.34,15.1,12,DESPACHADO,22.316666666666666,3.0999999999999996,2.4999999999999982
MOV-01038,B-024,MAERSKLIMA,R-08,MUELLED,CONTENEDORES,SANTA FE,2021-09-21,09:46,2021-09-22,14:15,4343.42,17.5,12,RECHAZADO,28.483333333333334,5.5,4.899999999999999
MOV-01044,B-032,ONEPARANA,R-04,MUELLEE,MINERALES,SANTA FE,2023-09-12,10:24,2023-09-14,07:20,6958.44,17.3,10,EN_REVISION,44.93333333333333,7.300000000000001,6.800000000000001
MOV-01045,B-021,YANGESTE,R-04,MUELLEE,GRANOS,ROTTERDAM,2020-04-02,16:55,2020-04-04,15:08,4991.95,11.0,10,PENDIENTE,46.21666666666667,1.0,0.5
MOV-01053,B-028,MSCGENOVA,R-02,MUELLED,HARINA,BUENOS AIRES,2024-09-15,01:56,2024-09-15,09:08,,17.0,12,DESPACHADO,7.2,5.0,4.399999999999999
MOV-01054,B-033,EVERGLORY,R-07,MUELLEB,MINERALES,VALPARAISO,2023-11-02,19:40,2023-11-04,23:13,3706.02,14.4,10,EN_REVISION,51.55,4.4,3.9000000000000004
MOV-01055,B-035,YANGMING,R-08,MUELLED,CONTENEDORES,BUENOS AIRES,2022-10-11,04:33,2022-10-13,17:46,5181.55,13.3,12,EN_REVISION,61.21666666666667,1.3000000000000007,0.6999999999999993
MOV-01056,B-035,COSCOTIGRE,R-07,MUELLEA,TRIGO,VALPARAISO,2023-05-02,20:50,2023-05-05,20:09,4640.71,19.1,15,PENDIENTE,71.31666666666666,4.100000000000001,3.3500000000000014
MOV-01058,B-022,YANGESTE,R-04,MUELLEC,MAIZ,SAO PAULO,2020-01-14,19:05,2020-01-15,11:00,6333.8,15.4,10,PENDIENTE,15.916666666666666,5.4,4.9
MOV-01059,B-013,CMALITORAL,R-08,MUELLEE,MAIZ,VALPARAISO,2022-05-24,16:09,2022-05-26,05:01,5021.5,10.6,10,DESPACHADO,36.86666666666667,0.5999999999999996,0.09999999999999964
MOV-01061,B-002,MSCALPHA,R-01,MUELLEB,HARINA,SHANGHAI,2022-11-12,15:10,2022-11-12,13:02,5240.64,16.9,10,EN_REVISION,,6.899999999999999,6.399999999999999
MOV-01067,B-026,EVERGLORY,R-05,MUELLEE,ACEITE,SAO PAULO,2021-02-25,10:33,2021-02-27,10:50,5380.8,14.1,12,DESPACHADO,48.28333333333333,2.0999999999999996,1.4999999999999982
MOV-01070,B-015,YANGESTE,R-02,MUELLEC,HARINA,SANTA FE,2021-05-29,00:00,1900-01-01,14:56,4588.3,16.9,12,EN_REVISION,,4.899999999999999,4.299999999999997
MOV-01076,B-018,MSCGENOVA,R-08,MUELLEB,MINERALES,SAO PAULO,2021-12-21,00:46,2021-12-23,00:00,7398.82,10.8,10,DESPACHADO,47.233333333333334,0.8000000000000007,0.3000000000000007
MOV-01082,B-003,ZIMNORTE,R-06,MUELLEF,TRIGO,SANTA FE,2022-08-02,20:56,2022-08-04,16:44,8203.39,11.8,10,,43.8,1.8000000000000007,1.3000000000000007
MOV-01084,B-035,CMAROSARIO,R-01,MUELLEF,CONTENEDORES,MONTEVIDEO,2020-03-07,18:15,2020-03-08,13:01,4230.56,17.8,15,DESPACHADO,18.766666666666666,2.8000000000000007,2.0500000000000007
MOV-01086,B-037,MAERSKPAMPAS,R-06,MUELLEC,HARINA,HAMBURG,2024-08-15,22:48,2024-08-17,02:44,6712.93,15.2,10,RECHAZADO,27.933333333333334,5.199999999999999,4.699999999999999
MOV-01090,B-022,EVERGREEN02,R-07,MUELLEB,SOJA,ROTTERDAM,2022-09-17,22:55,2022-09-20,09:02,5614.22,17.1,15,PENDIENTE,58.11666666666667,2.1000000000000014,1.3500000000000014
MOV-01094,B-039,MSCALPHA,,MUELLEF,MINERALES,HAMBURG,2022-03-05,16:28,2022-03-06,16:55,4780.17,15.8,12,EN_REVISION,24.45,3.8000000000000007,3.1999999999999993
MOV-01101,B-030,MAERSKLIMA,R-05,MUELLED,TRIGO,MONTEVIDEO,2022-06-27,09:15,2022-06-28,04:04,4896.08,13.2,10,DESPACHADO,18.816666666666666,3.1999999999999993,2.6999999999999993
MOV-01102,B-004,ZIMDELTA,R-07,MUELLEF,MINERALES,SANTA FE,2020-01-16,11:57,2020-01-18,01:47,3999.93,12.7,10,PENDIENTE,37.833333333333336,2.6999999999999993,2.1999999999999993
MOV-01110,B-037,MAERSKLIMA,R-03,MUELLEB,GRANOS,SHANGHAI,2024-10-18,23:53,2024-10-21,10:40,6131.23,11.5,10,DESPACHADO,58.78333333333333,1.5,1.0
MOV-01111,B-032,PILSANTA,R-08,MUELLEC,MINERALES,HAMBURG,2023-09-27,21:21,2023-09-29,23:40,2561.03,18.2,15,PENDIENTE,50.31666666666667,3.1999999999999993,2.4499999999999993
MOV-01117,B-011,COSCOTIGRE,R-03,MUELLEC,ACEITE,SHANGHAI,2020-09-09,07:21,2020-09-10,22:33,4381.74,12.9,10,EN_REVISION,39.2,2.9000000000000004,2.4000000000000004
MOV-01119,B-028,PILSANTA,R-02,MUELLEE,ACEITE,VALPARAISO,2022-03-13,11:46,2022-03-13,19:31,5643.15,16.2,12,DESPACHADO,7.75,4.199999999999999,3.599999999999998
MOV-01123,B-016,HAPAGRIO,R-01,MUELLEB,ACEITE,SAO PAULO,1900-01-01,01:52,2024-06-28,01:46,5806.3,15.1,12,EN_REVISION,,3.0999999999999996,2.4999999999999982
MOV-01132,B-031,MSCGENOVA,R-04,MUELLEF,MAIZ,SANTA FE,2021-06-07,06:46,2021-06-08,04:43,5395.42,14.4,12,EN_REVISION,21.95,2.4000000000000004,1.799999999999999
MOV-01135,B-038,COSCOTIGRE,R-05,MUELLEF,GRANOS,SAO PAULO,2022-11-10,10:39,2022-11-11,04:46,4203.33,14.8,12,DESPACHADO,18.116666666666667,2.8000000000000007,2.1999999999999993
MOV-01138,B-020,ZIMNORTE,R-07,MUELLED,MINERALES,BUENOS AIRES,2020-09-15,00:00,2020-09-18,15:38,,14.4,12,,87.63333333333334,2.4000000000000004,1.799999999999999
MOV-01140,B-013,EVERGLORY,R-02,MUELLEE,CONTENEDORES,VALPARAISO,2022-01-01,22:24,2022-01-04,12:34,5329.75,12.9,12,,62.166666666666664,0.9000000000000004,0.29999999999999893
MOV-01141,B-022,ONEPARANA,R-07,MUELLEB,ACEITE,BUENOS AIRES,2021-06-12,00:00,2021-06-12,01:09,5128.97,13.1,12,PENDIENTE,1.15,1.0999999999999996,0.4999999999999982
MOV-01148,B-029,MAERSKLIMA,R-04,MUELLEB,MAIZ,VALPARAISO,2022-03-18,21:58,2022-03-19,11:09,5857.98,15.4,10,DESPACHADO,13.183333333333334,5.4,4.9
MOV-01150,B-013,CMAROSARIO,R-08,MUELLEE,TRIGO,ROTTERDAM,1900-01-01,00:08,2020-03-27,08:53,7654.71,15.6,10,PENDIENTE,,5.6,5.1
MOV-01154,B-035,MAERSKPAMPAS,R-08,MUELLEF,ACEITE,HAMBURG,2023-04-18,10:36,2023-04-19,00:00,4191.98,15.2,10,EN_REVISION,13.4,5.199999999999999,4.699999999999999
MOV-01156,B-024,ZIMNORTE,R-06,MUELLED,HARINA,BUENOS AIRES,2022-07-26,20:09,2022-07-29,00:00,6627.78,13.5,12,DESPACHADO,51.85,1.5,0.8999999999999986
MOV-01157,B-034,CMAROSARIO,R-05,MUELLEB,MINERALES,SANTA FE,2023-07-10,18:12,2023-07-12,00:29,4070.5,12.9,12,EN_REVISION,30.283333333333335,0.9000000000000004,0.29999999999999893
MOV-01159,B-035,ONEPARANA,R-07,MUELLEF,GRANOS,SAO PAULO,2024-08-08,07:52,2024-08-10,17:52,5779.39,18.3,10,,58.0,8.3,7.800000000000001
MOV-01162,B-038,ONEPLATA,,MUELLEA,ACEITE,SANTA FE,2024-10-29,04:42,2024-10-29,16:28,2836.28,13.4,10,DESPACHADO,11.766666666666667,3.4000000000000004,2.9000000000000004
MOV-01165,B-020,MAERSKPAMPAS,R-07,MUELLEB,GRANOS,SAO PAULO,2020-04-23,06:05,2020-04-24,00:00,5159.21,10.8,10,PENDIENTE,17.916666666666668,0.8000000000000007,0.3000000000000007
MOV-01166,B-010,PILOESTE,R-07,MUELLEA,ACEITE,BUENOS AIRES,2021-12-10,14:45,2021-12-13,18:05,5577.54,15.8,12,EN_REVISION,75.33333333333333,3.8000000000000007,3.1999999999999993
MOV-01167,B-035,PILOESTE,R-06,MUELLEF,CONTENEDORES,VALPARAISO,2021-10-31,21:24,2021-11-01,18:23,3555.13,12.8,10,DESPACHADO,20.983333333333334,2.8000000000000007,2.3000000000000007
MOV-01170,B-035,COSCOSTAR,R-05,MUELLEA,TRIGO,SANTA FE,2024-03-29,16:53,2024-03-31,09:22,3873.0,18.6,15,RECHAZADO,40.483333333333334,3.6000000000000014,2.8500000000000014
MOV-01171,B-037,YANGESTE,R-08,MUELLEA,MAIZ,VALPARAISO,2020-06-25,00:58,2020-06-25,14:08,7750.98,12.2,10,EN_REVISION,13.166666666666666,2.1999999999999993,1.6999999999999993
MOV-01176,B-022,YANGMING,R-07,MUELLEC,CONTENEDORES,BUENOS AIRES,2023-09-01,00:15,2023-09-02,01:54,5888.26,15.8,12,RECHAZADO,25.65,3.8000000000000007,3.1999999999999993
MOV-01177,B-030,MSCALPHA,R-08,MUELLEB,ACEITE,BUENOS AIRES,2022-03-21,18:43,2022-03-23,00:00,6508.01,15.0,12,EN_REVISION,29.283333333333335,3.0,2.3999999999999986
MOV-01178,B-017,CMAROSARIO,R-02,MUELLEA,MAIZ,MONTEVIDEO,2021-12-24,15:58,2021-12-26,14:34,,16.3,12,PENDIENTE,46.6,4.300000000000001,3.6999999999999993
MOV-01179,B-010,MAERSKLIMA,R-01,MUELLEE,TRIGO,SHANGHAI,1900-01-01,04:10,2023-05-28,14:41,3745.37,19.7,10,PENDIENTE,,9.7,9.2
MOV-01180,B-014,YANGMING,R-08,MUELLED,MINERALES,SANTA FE,2021-09-28,09:25,2021-09-30,16:11,6227.97,11.0,10,DESPACHADO,54.766666666666666,1.0,0.5
MOV-01182,B-017,PILSANTA,R-07,MUELLED,CONTENEDORES,BUENOS AIRES,2023-05-12,23:47,2023-05-15,11:43,3290.84,17.6,12,DESPACHADO,59.93333333333333,5.600000000000001,5.0
MOV-01191,B-007,COSCOSTAR,R-03,MUELLEA,TRIGO,VALPARAISO,2022-12-29,00:04,2022-12-29,01:03,4290.01,12.9,12,DESPACHADO,0.9833333333333333,0.9000000000000004,0.29999999999999893
MOV-01193,B-038,MSCALPHA,R-03,MUELLEC,CONTENEDORES,SANTA FE,2022-07-10,13:19,2022-07-12,15:57,3452.63,12.4,10,DESPACHADO,50.63333333333333,2.4000000000000004,1.9000000000000004
MOV-01194,B-013,CMAROSARIO,R-01,MUELLEE,ACEITE,MONTEVIDEO,2022-01-08,22:32,2022-01-11,11:45,,11.4,10,EN_REVISION,61.21666666666667,1.4000000000000004,0.9000000000000004
MOV-01197,B-008,YANGMING,R-04,MUELLEC,HARINA,MONTEVIDEO,2024-12-26,18:16,2024-12-28,05:53,6190.05,13.6,12,DESPACHADO,35.61666666666667,1.5999999999999996,0.9999999999999982
MOV-01200,B-027,MSCGENOVA,R-07,MUELLED,CONTENEDORES,BUENOS AIRES,2022-04-26,07:47,2022-04-28,07:36,3274.43,16.2,15,DESPACHADO,47.81666666666667,1.1999999999999993,0.4499999999999993
MOV-01201,B-011,MSCALPHA,R-01,MUELLEB,TRIGO,BUENOS AIRES,2021-01-18,15:10,2021-01-21,04:03,7531.65,13.8,10,RECHAZADO,60.88333333333333,3.8000000000000007,3.3000000000000007
MOV-01202,B-029,ONEPLATA,R-05,MUELLEB,GRANOS,SANTA FE,2020-10-06,08:25,2020-10-06,05:27,4783.15,14.4,12,DESPACHADO,,2.4000000000000004,1.799999999999999
MOV-01205,B-009,PILSANTA,R-06,MUELLEE,HARINA,SANTA FE,2021-10-20,12:23,2021-10-21,09:36,6629.32,11.6,10,EN_REVISION,21.216666666666665,1.5999999999999996,1.0999999999999996
MOV-01208,B-025,ZIMDELTA,R-06,MUELLEB,HARINA,ROTTERDAM,2020-12-09,00:17,2020-12-09,12:59,4266.47,16.4,15,DESPACHADO,12.7,1.3999999999999986,0.6499999999999986
MOV-01212,B-008,YANGMING,R-05,MUELLEE,MINERALES,ROTTERDAM,2021-08-08,17:15,2021-08-10,00:00,7199.03,16.4,12,PENDIENTE,30.75,4.399999999999999,3.799999999999997
MOV-01221,B-034,HAPAGRIO,R-08,MUELLEC,CONTENEDORES,SAO PAULO,2024-09-14,13:05,2024-09-15,17:58,6342.69,15.5,12,EN_REVISION,28.883333333333333,3.5,2.8999999999999986
MOV-01222,B-005,MAERSKLIMA,R-02,MUELLEF,MAIZ,BUENOS AIRES,2023-07-29,12:27,2023-07-31,06:18,3376.9,12.4,10,RECHAZADO,41.85,2.4000000000000004,1.9000000000000004
MOV-01223,B-039,PILSANTA,R-01,MUELLEB,MINERALES,SHANGHAI,2024-02-29,03:42,2024-03-01,06:56,3969.48,15.8,15,PENDIENTE,27.233333333333334,0.8000000000000007,0.05000000000000071
MOV-01230,B-038,EVERGLORY,R-01,MUELLED,TRIGO,SHANGHAI,2021-04-19,20:19,2021-04-22,19:42,2907.23,16.2,15,,71.38333333333334,1.1999999999999993,0.4499999999999993
MOV-01231,B-019,CMAROSARIO,R-05,MUELLEF,MAIZ,SHANGHAI,2023-09-05,01:12,1900-01-01,02:29,,16.7,15,DESPACHADO,,1.6999999999999993,0.9499999999999993
MOV-01238,B-013,ZIMNORTE,R-01,MUELLEF,TRIGO,MONTEVIDEO,2022-08-08,02:24,2022-08-08,19:37,6965.98,11.9,10,EN_REVISION,17.216666666666665,1.9000000000000004,1.4000000000000004
MOV-01242,B-034,YANGESTE,R-05,MUELLED,MINERALES,SAO PAULO,2020-02-03,17:18,2020-02-05,00:00,5304.84,14.9,10,RECHAZADO,30.7,4.9,4.4
MOV-01244,B-007,MSCGENOVA,R-05,MUELLEE,CONTENEDORES,BUENOS AIRES,2024-03-10,00:00,1900-01-01,20:22,2474.46,17.7,12,DESPACHADO,,5.699999999999999,5.099999999999998
MOV-01245,B-005,MSCGENOVA,,MUELLED,MINERALES,VALPARAISO,2024-10-03,04:58,2024-10-03,10:42,7432.37,11.5,10,EN_REVISION,5.733333333333333,1.5,1.0
MOV-01251,B-025,COSCOTIGRE,R-07,MUELLEA,MINERALES,MONTEVIDEO,2024-10-09,15:16,2024-10-10,23:20,3475.79,15.0,12,PENDIENTE,32.06666666666667,3.0,2.3999999999999986
MOV-01252,B-002,CMAROSARIO,R-07,MUELLEE,ACEITE,HAMBURG,2022-05-07,17:18,2022-05-08,09:04,3714.01,15.3,12,RECHAZADO,15.766666666666667,3.3000000000000007,2.6999999999999993
